CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
25258-14,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight carcass,120,g
25258-14,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight liver,2.14,g
25403-66,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,22.5,cm
25403-66,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,24,cm
25403-66,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,192,g
25403-66,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,1.248,g
25403-61,Snapper: Bluestriped,11/18/16,Adult,Female,Waianae Outfall,Fork length,20.5,cm
25403-61,Snapper: Bluestriped,11/18/16,Adult,Female,Waianae Outfall,Total length,22.2,cm
25403-61,Snapper: Bluestriped,11/18/16,Adult,Female,Waianae Outfall,Weight carcass,158,g
25403-61,Snapper: Bluestriped,11/18/16,Adult,Female,Waianae Outfall,Weight liver,1.099,g
25403-62,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,22.9,cm
25403-62,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,24.6,cm
25403-62,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,201,g
25403-62,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.72,g
25403-63,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,20.2,cm
25403-63,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,21.7,cm
25403-63,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,141,g
25403-63,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.695,g
25403-65,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,18.3,cm
25403-65,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,19.5,cm
25403-65,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,101,g
25403-65,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.642,g
25403-67,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,20.7,cm
25403-67,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,21.6,cm
25403-67,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,152,g
25403-67,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.83,g
25403-68,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,21.7,cm
25403-68,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,23.6,cm
25403-68,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,190,g
25403-68,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,1.003,g
25403-69,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,20.1,cm
25403-69,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,21.8,cm
25403-69,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,134,g
25403-69,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.694,g
25403-70,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,21.2,cm
25403-70,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,22.7,cm
25403-70,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,160,g
25403-70,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.665,g
25403-64,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Fork length,20.5,cm
25403-64,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Total length,21.5,cm
25403-64,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight carcass,139,g
25403-64,Snapper: Bluestriped,11/18/16,Adult,Male,Waianae Outfall,Weight liver,0.757,g
25475-7,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,23,cm
25475-7,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,24.4,cm
25475-7,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,198.7,g
25475-7,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,1.342,g
25475-2,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,17.9,cm
25475-2,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,18.8,cm
25475-2,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,91.5,g
25475-2,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,0.672,g
25475-10,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Fork length,22.2,cm
25475-10,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Total length,23.5,cm
25475-10,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight carcass,187.8,g
25475-10,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight liver,1.157,g
25475-9,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,21.2,cm
25475-9,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,22.5,cm
25475-9,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,159.6,g
25475-9,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,1.114,g
25475-8,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Fork length,20.7,cm
25475-8,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Total length,21.9,cm
25475-8,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight carcass,155.1,g
25475-8,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight liver,0.886,g
25475-5,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Fork length,23.5,cm
25475-5,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Total length,25,cm
25475-5,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight carcass,228.7,g
25475-5,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight liver,1.365,g
25475-1,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Fork length,23.9,cm
25475-1,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Total length,25.1,cm
25475-1,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight carcass,216.9,g
25475-1,Snapper: Bluestriped,5/3/17,Adult,Male,Waianae Outfall,Weight liver,1.113,g
25475-3,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,19.5,cm
25475-3,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,20.4,cm
25475-3,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,121.4,g
25475-3,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,0.956,g
25475-4,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,21.3,cm
25475-4,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,22.6,cm
25475-4,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,162.8,g
25475-4,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,1.35,g
25475-6,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Fork length,20.8,cm
25475-6,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Total length,22.1,cm
25475-6,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight carcass,139.5,g
25475-6,Snapper: Bluestriped,5/3/17,Adult,Female,Waianae Outfall,Weight liver,1.032,g
25555-19,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,19.2,cm
25555-19,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,20.4,cm
25555-19,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,116.9,g
25555-19,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.722,g
25555-20,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Fork length,26.3,cm
25555-20,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Total length,28.1,cm
25555-20,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight carcass,305.6,g
25555-20,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight liver,2.588,g
25555-16,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Fork length,18.5,cm
25555-16,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Total length,19.6,cm
25555-16,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight carcass,97.3,g
25555-16,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight liver,0.705,g
25555-18,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,18.7,cm
25555-18,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,19.9,cm
25555-18,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,111.4,g
25555-18,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.71,g
25555-17,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,18.2,cm
25555-17,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,19.3,cm
25555-17,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,98,g
25555-17,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.644,g
25555-14,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,17.9,cm
25555-14,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,18.6,cm
25555-14,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,94,g
25555-14,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.905,g
25555-13,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,17.3,cm
25555-13,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,18.2,cm
25555-13,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,85.2,g
25555-13,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.613,g
25555-12,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Fork length,18.3,cm
25555-12,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Total length,19.1,cm
25555-12,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight carcass,95.7,g
25555-12,Snapper: Bluestriped,2/21/18,Adult,Female,Waianae Outfall,Weight liver,0.79,g
25555-11,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Fork length,19.5,cm
25555-11,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Total length,20.7,cm
25555-11,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight carcass,117.2,g
25555-11,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight liver,0.712,g
25555-15,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Fork length,25.6,cm
25555-15,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Total length,26.9,cm
25555-15,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight carcass,279.5,g
25555-15,Snapper: Bluestriped,2/21/18,Adult,Male,Waianae Outfall,Weight liver,1.085,g
25666-14,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,20.9,cm
25666-14,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,22,cm
25666-14,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,156.4,g
25666-14,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.035,g
25666-17,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,23.7,cm
25666-17,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,25.3,cm
25666-17,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,235.6,g
25666-17,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,2.019,g
25666-20,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,27.6,cm
25666-20,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,29,cm
25666-20,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,404.1,g
25666-20,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,2.618,g
25666-19,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,22.6,cm
25666-19,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,23.9,cm
25666-19,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,203.5,g
25666-19,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.217,g
25666-18,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,25,cm
25666-18,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,26.8,cm
25666-18,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,273.1,g
25666-18,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.398,g
25666-15,Snapper: Bluestriped,8/14/19,Adult,Female,Waianae Outfall,Fork length,22.3,cm
25666-15,Snapper: Bluestriped,8/14/19,Adult,Female,Waianae Outfall,Total length,23.4,cm
25666-15,Snapper: Bluestriped,8/14/19,Adult,Female,Waianae Outfall,Weight carcass,192.1,g
25666-15,Snapper: Bluestriped,8/14/19,Adult,Female,Waianae Outfall,Weight liver,1.133,g
25666-11,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,22.5,cm
25666-11,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,23.5,cm
25666-11,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,194.8,g
25666-11,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.194,g
25666-13,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,25.3,cm
25666-13,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,26.5,cm
25666-13,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,271.4,g
25666-13,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.547,g
25666-12,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,23.3,cm
25666-12,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,24.8,cm
25666-12,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,199.8,g
25666-12,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.328,g
25666-16,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Fork length,26.4,cm
25666-16,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Total length,28.1,cm
25666-16,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight carcass,316.4,g
25666-16,Snapper: Bluestriped,8/14/19,Adult,Male,Waianae Outfall,Weight liver,1.743,g
25717-14,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Fork length,21.6,cm
25717-14,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Total length,22.8,cm
25717-14,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight carcass,166.9,g
25717-14,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight liver,1.441,g
25717-17,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Fork length,21.9,cm
25717-17,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Total length,23.2,cm
25717-17,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight carcass,184.4,g
25717-17,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight liver,1.038,g
25717-20,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Fork length,20.7,cm
25717-20,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Total length,21.9,cm
25717-20,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight carcass,148.9,g
25717-20,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight liver,1.301,g
25717-19,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Fork length,20.7,cm
25717-19,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Total length,22.1,cm
25717-19,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight carcass,160,g
25717-19,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight liver,1.472,g
25717-18,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Fork length,20.9,cm
25717-18,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Total length,22.1,cm
25717-18,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight carcass,152.7,g
25717-18,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight liver,1.091,g
25717-11,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Fork length,23.4,cm
25717-11,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Total length,25,cm
25717-11,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight carcass,223.3,g
25717-11,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight liver,1.644,g
25717-15,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Fork length,25.3,cm
25717-15,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Total length,26.6,cm
25717-15,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight carcass,281.5,g
25717-15,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight liver,1.522,g
25717-13,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Fork length,23.6,cm
25717-13,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Total length,25.1,cm
25717-13,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight carcass,242.3,g
25717-13,Snapper: Bluestriped,5/20/20,Adult,Female,Waianae Outfall,Weight liver,1.93,g
25717-12,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Fork length,23.9,cm
25717-12,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Total length,25.5,cm
25717-12,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight carcass,238.8,g
25717-12,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight liver,1.707,g
25717-16,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Fork length,22.5,cm
25717-16,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Total length,23.9,cm
25717-16,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight carcass,196.7,g
25717-16,Snapper: Bluestriped,5/20/20,Adult,Male,Waianae Outfall,Weight liver,1.214,g
25787-11,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,20.2,cm
25787-11,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,21,cm
25787-11,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,139.1,g
25787-11,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,0.615,g
25787-19,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,23.2,cm
25787-19,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,24.1,cm
25787-19,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,220.1,g
25787-19,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,2.322,g
25787-18,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Fork length,17.5,cm
25787-18,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Total length,18.5,cm
25787-18,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Weight carcass,93.9,g
25787-18,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Weight liver,0.666,g
25787-17,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,16.9,cm
25787-17,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,17.8,cm
25787-17,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,77.2,g
25787-17,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,0.437,g
25787-16,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,19.1,cm
25787-16,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,20.2,cm
25787-16,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,112.5,g
25787-16,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,0.72,g
25787-15,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,20.1,cm
25787-15,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,21.2,cm
25787-15,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,132,g
25787-15,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,0.835,g
25787-14,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,20.7,cm
25787-14,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,22,cm
25787-14,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,148,g
25787-14,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,0.795,g
25787-12,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,23.3,cm
25787-12,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,24.6,cm
25787-12,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,211.1,g
25787-12,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,1.27,g
25787-20,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Fork length,25,cm
25787-20,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Total length,26.6,cm
25787-20,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight carcass,269,g
25787-20,Snapper: Bluestriped,5/11/21,Adult,Male,Waianae Outfall,Weight liver,1.469,g
25787-13,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Fork length,19,cm
25787-13,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Total length,20,cm
25787-13,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Weight carcass,108.9,g
25787-13,Snapper: Bluestriped,5/11/21,Adult,Female,Waianae Outfall,Weight liver,0.609,g
15473-2,Snapper: Bluestriped,6/20/01,Adult,Male,Waianae Outfall,Weight carcass,151.6,g
15473-2,Snapper: Bluestriped,6/20/01,Adult,Male,Waianae Outfall,Weight liver,0.847,g
15473-2,Snapper: Bluestriped,6/20/01,Adult,Male,Waianae Outfall,Fork length,21.5,cm
15473-2,Snapper: Bluestriped,6/20/01,Adult,Male,Waianae Outfall,Total length,23,cm
